alert_id,event_id,timestamp,user_id,ip_address,country,resource_accessed,action_type,attack_type,failed_logins,data_download_mb,risk_score,anomaly_score,threat_level,recommended_action,status,created_at
A001713,E008501,2026-05-07 21:03:48,U0245,172.14.233.48,United States,/api/data,read,normal,0,64.07,10,0.5649,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001714,E008509,2026-05-29 17:55:25,U0016,8.254.20.132,Unknown,/vpc/security-groups,delete,geographic_anomaly,2,501.09,72,0.5685,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001715,E008510,2026-05-16 20:37:11,U0445,5.234.116.105,Romania,/backup/snapshots,write,privilege_escalation,1,146.71,93,0.6096,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001716,E008512,2026-05-25 07:25:37,U0084,64.89.16.21,United States,/api/users,login,normal,0,9.25,13,0.5567,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001717,E008523,2026-05-20 17:51:16,U0002,5.26.131.23,Romania,/iam/roles,login,brute_force,19,3.06,69,0.5809,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001718,E008526,2026-05-28 22:56:33,U0393,198.247.73.176,Ukraine,/vpc/security-groups,download,data_exfiltration,1,7167.0,92,0.6178,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001719,E008528,2026-05-09 11:07:04,U0087,185.41.89.20,Anonymous Proxy,/backup/snapshots,delete,privilege_escalation,1,45.22,73,0.5915,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001720,E008529,2026-06-02 18:34:20,U0282,198.51.34.41,United States,/admin/settings,list,normal,0,23.62,14,0.5675,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001721,E008533,2026-05-31 14:51:37,U0254,91.128.55.236,Tor Exit Node,/database/production,download,data_exfiltration,1,3971.36,87,0.6108,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001722,E008537,2026-05-09 21:32:54,U0495,185.213.124.238,Unknown,/admin/settings,login,brute_force,14,6.43,78,0.6034,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001723,E008538,2026-05-05 07:38:22,U0373,91.243.3.69,Anonymous Proxy,/vpc/security-groups,login,brute_force,19,0.75,80,0.634,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001724,E008540,2026-05-18 01:25:11,U0069,72.127.127.117,United States,/api/users,read,normal,0,11.71,15,0.5407,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001725,E008544,2026-05-04 10:17:28,U0220,196.18.145.173,North Korea,/admin/users,download,geographic_anomaly,2,339.44,98,0.5451,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001726,E008547,2026-06-02 07:27:50,U0409,213.203.206.225,Ukraine,/network/firewall,write,privilege_escalation,0,51.48,84,0.5972,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001727,E008548,2026-05-30 11:39:15,U0214,52.224.234.96,Ukraine,/storage/bucket-private,delete,privilege_escalation,2,41.66,87,0.58,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001728,E008549,2026-05-11 05:53:11,U0462,45.180.170.193,Nigeria,/backup/snapshots,download,data_exfiltration,1,2088.44,66,0.5422,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001729,E008553,2026-05-27 08:14:46,U0481,198.19.55.116,India,/database/staging,logout,normal,0,10.4,3,0.5449,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001730,E008565,2026-06-02 20:11:56,U0181,104.49.22.127,Singapore,/storage/bucket-public,read,normal,0,13.69,0,0.5544,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001731,E008567,2026-05-07 15:24:33,U0283,52.251.180.126,Singapore,/storage/bucket-public,upload,normal,0,25.0,6,0.5541,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001732,E008573,2026-05-29 13:52:50,U0394,91.133.138.5,Belarus,/vpc/security-groups,delete,privilege_escalation,0,167.13,73,0.602,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001733,E008592,2026-05-06 06:36:49,U0302,213.28.11.161,Nigeria,/iam/roles,write,privilege_escalation,1,3.62,84,0.5922,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001734,E008595,2026-05-15 15:01:45,U0041,24.55.189.216,Canada,/api/users,login,normal,0,34.89,25,0.5453,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001735,E008598,2026-05-28 14:26:52,U0095,172.121.38.113,Belarus,/backup/snapshots,login,brute_force,9,6.51,76,0.5424,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001736,E008601,2026-05-08 09:49:02,U0494,5.146.150.105,Tor Exit Node,/iam/roles,configure,privilege_escalation,0,164.99,59,0.5993,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001737,E008602,2026-05-06 01:24:27,U0414,104.205.178.123,Unknown,/network/firewall,write,geographic_anomaly,1,361.83,71,0.573,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001738,E008607,2026-05-16 03:10:48,U0393,45.67.255.129,Ukraine,/vpc/security-groups,configure,privilege_escalation,3,99.95,98,0.628,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001739,E008614,2026-05-19 09:27:34,U0145,192.89.17.97,Unknown,/admin/users,configure,geographic_anomaly,1,585.5,70,0.582,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001740,E008616,2026-05-16 01:21:46,U0151,104.173.130.188,Tor Exit Node,/storage/bucket-private,delete,privilege_escalation,3,22.62,77,0.5789,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001741,E008620,2026-05-23 09:10:35,U0309,213.28.168.49,Belarus,/database/production,delete,privilege_escalation,1,177.65,70,0.591,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001742,E008631,2026-05-29 18:48:43,U0006,213.178.149.60,Belarus,/iam/roles,download,data_exfiltration,1,2413.97,92,0.5559,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001743,E008639,2026-06-01 07:38:16,U0378,213.164.153.76,North Korea,/network/firewall,download,data_exfiltration,1,2367.86,80,0.5715,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001744,E008641,2026-05-05 01:22:55,U0449,5.130.18.118,Tor Exit Node,/admin/settings,delete,privilege_escalation,2,129.87,76,0.6026,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001745,E008645,2026-05-10 06:31:10,U0063,45.110.49.59,Tor Exit Node,/backup/snapshots,login,brute_force,17,9.89,76,0.5898,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001746,E008663,2026-05-19 03:38:57,U0299,91.117.178.89,Unknown,/database/production,login,brute_force,17,6.42,80,0.594,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001747,E008679,2026-05-10 15:23:11,U0243,213.77.7.207,Anonymous Proxy,/admin/users,login,brute_force,8,5.37,77,0.5677,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001748,E008681,2026-05-04 12:17:40,U0189,185.170.127.35,Tor Exit Node,/backup/snapshots,download,data_exfiltration,0,4295.04,98,0.5773,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001749,E008692,2026-05-29 13:49:09,U0184,45.168.78.210,Anonymous Proxy,/network/firewall,write,geographic_anomaly,4,152.38,77,0.5874,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001750,E008693,2026-05-18 09:53:58,U0161,5.55.95.129,Romania,/admin/users,write,privilege_escalation,2,85.82,76,0.6174,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001751,E008700,2026-05-20 07:23:05,U0268,104.35.94.197,Nigeria,/admin/users,login,brute_force,14,9.13,71,0.5757,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001752,E008715,2026-05-05 13:55:08,U0165,45.53.222.246,Tor Exit Node,/vpc/security-groups,download,data_exfiltration,2,3544.91,90,0.6115,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001753,E008719,2026-05-16 06:06:21,U0118,52.233.175.92,Anonymous Proxy,/database/production,configure,geographic_anomaly,3,79.0,65,0.5596,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001754,E008721,2026-05-18 05:25:20,U0492,72.188.236.248,Belarus,/admin/settings,configure,geographic_anomaly,3,415.16,79,0.5953,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001755,E008724,2026-05-07 13:04:48,U0142,192.149.91.48,Tor Exit Node,/admin/users,write,privilege_escalation,1,133.48,74,0.6143,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001756,E008725,2026-05-31 02:15:15,U0187,196.249.208.31,Belarus,/vpc/security-groups,login,brute_force,11,3.34,71,0.5769,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001757,E008737,2026-05-07 06:59:13,U0249,196.66.112.179,Nigeria,/admin/settings,download,data_exfiltration,1,3545.74,84,0.6046,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001758,E008738,2026-05-29 03:12:46,U0052,91.245.122.141,Tor Exit Node,/vpc/security-groups,login,brute_force,15,5.12,62,0.587,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001759,E008744,2026-05-05 03:36:09,U0449,45.246.241.128,North Korea,/vpc/security-groups,write,geographic_anomaly,3,71.22,67,0.5482,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001760,E008746,2026-05-22 22:26:06,U0106,172.42.158.119,Anonymous Proxy,/admin/settings,configure,privilege_escalation,1,122.65,76,0.6258,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001761,E008751,2026-05-04 11:04:27,U0050,196.159.46.163,North Korea,/network/firewall,login,brute_force,17,1.87,83,0.5796,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001762,E008755,2026-05-11 17:16:33,U0394,8.1.199.116,Belarus,/vpc/security-groups,write,geographic_anomaly,1,472.44,79,0.5976,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001763,E008758,2026-05-21 16:59:03,U0223,185.170.123.203,Belarus,/admin/settings,configure,privilege_escalation,2,195.32,80,0.6273,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001764,E008770,2026-05-10 05:04:44,U0231,8.160.209.24,Tor Exit Node,/backup/snapshots,delete,geographic_anomaly,4,515.75,77,0.5478,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001765,E008780,2026-05-07 22:36:01,U0317,45.32.226.173,Belarus,/admin/settings,login,brute_force,18,9.55,62,0.6409,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001766,E008783,2026-05-19 14:53:18,U0272,198.124.227.157,Sweden,/compute/instances,logout,normal,0,27.36,24,0.5441,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001767,E008785,2026-05-14 05:40:17,U0280,213.115.187.115,Anonymous Proxy,/storage/bucket-private,write,geographic_anomaly,3,54.11,88,0.583,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001768,E008788,2026-06-01 09:04:10,U0485,72.166.102.120,Ukraine,/network/firewall,login,brute_force,10,8.47,89,0.5512,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001769,E008790,2026-05-13 05:25:14,U0379,5.1.219.94,Nigeria,/backup/snapshots,login,brute_force,15,2.79,76,0.5645,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001770,E008791,2026-05-16 10:55:36,U0234,213.12.85.59,North Korea,/backup/snapshots,login,brute_force,15,7.38,78,0.5646,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001771,E008792,2026-06-01 03:05:21,U0080,104.81.15.185,Ukraine,/storage/bucket-private,download,data_exfiltration,1,4680.67,86,0.5747,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001772,E008793,2026-05-28 15:41:05,U0173,45.117.50.250,Romania,/storage/bucket-private,delete,privilege_escalation,3,38.44,74,0.571,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001773,E008795,2026-05-15 00:07:25,U0208,91.44.115.217,Anonymous Proxy,/iam/roles,login,brute_force,11,6.06,62,0.5648,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001774,E008802,2026-05-22 13:04:16,U0398,172.247.33.121,Unknown,/database/production,write,geographic_anomaly,2,165.75,70,0.556,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001775,E008803,2026-05-08 11:14:43,U0346,196.59.187.125,North Korea,/vpc/security-groups,download,data_exfiltration,2,5270.41,97,0.6302,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001776,E008805,2026-05-21 16:41:39,U0083,192.128.146.159,Romania,/storage/bucket-private,download,data_exfiltration,1,3455.94,80,0.604,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001777,E008807,2026-05-21 16:48:16,U0500,198.59.180.156,Unknown,/network/firewall,write,privilege_escalation,2,57.59,68,0.6154,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001778,E008811,2026-05-27 04:50:05,U0452,64.39.31.95,Tor Exit Node,/database/production,login,brute_force,17,1.63,73,0.5822,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001779,E008812,2026-05-16 15:59:16,U0098,64.164.144.4,Canada,/compute/instances,list,normal,1,3.46,9,0.5555,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001780,E008820,2026-05-27 04:09:37,U0024,24.214.163.13,Romania,/network/firewall,configure,geographic_anomaly,3,411.2,64,0.5533,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001781,E008821,2026-06-02 12:41:20,U0422,198.254.49.210,Ireland,/storage/bucket-public,upload,normal,0,31.43,21,0.5422,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001782,E008822,2026-05-07 03:01:09,U0204,52.163.242.135,Tor Exit Node,/backup/snapshots,configure,geographic_anomaly,3,172.66,58,0.5443,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001783,E008823,2026-05-08 07:01:11,U0495,24.18.7.157,Unknown,/admin/settings,login,brute_force,16,6.64,76,0.6185,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001784,E008833,2026-05-04 20:27:41,U0290,104.25.198.105,Norway,/compute/instances,upload,normal,0,12.34,11,0.5393,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001785,E008838,2026-05-29 03:14:35,U0163,172.180.90.160,Singapore,/storage/bucket-public,login,normal,0,15.13,11,0.5473,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001786,E008841,2026-05-20 19:12:40,U0014,45.193.231.37,Unknown,/network/firewall,download,data_exfiltration,0,4361.77,87,0.6068,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001787,E008849,2026-05-22 11:21:48,U0113,52.77.119.57,Romania,/database/production,write,geographic_anomaly,3,561.72,65,0.5763,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001788,E008850,2026-05-14 01:48:24,U0136,198.142.67.120,Tor Exit Node,/iam/roles,login,brute_force,15,0.26,82,0.5649,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001789,E008851,2026-05-13 02:33:52,U0073,91.18.84.146,Belarus,/vpc/security-groups,download,geographic_anomaly,3,406.31,67,0.5577,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001790,E008852,2026-05-17 16:31:27,U0303,196.250.167.53,Nigeria,/backup/snapshots,login,brute_force,15,2.88,74,0.5594,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001791,E008854,2026-06-02 18:49:41,U0171,185.39.191.216,Romania,/admin/users,delete,privilege_escalation,0,11.89,82,0.5888,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001792,E008856,2026-05-12 11:49:00,U0336,213.1.249.185,North Korea,/admin/users,login,brute_force,8,6.41,82,0.5455,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001793,E008865,2026-05-19 14:46:36,U0353,45.179.14.63,Tor Exit Node,/storage/bucket-private,delete,privilege_escalation,0,21.49,79,0.5743,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001794,E008870,2026-05-14 10:46:20,U0031,8.25.18.10,Nigeria,/admin/settings,configure,geographic_anomaly,2,166.17,70,0.5567,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001795,E008873,2026-05-06 04:46:04,U0409,24.30.170.184,Ukraine,/database/production,download,data_exfiltration,0,6905.05,83,0.6239,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001796,E008881,2026-05-14 16:12:39,U0111,198.77.47.249,Tor Exit Node,/vpc/security-groups,login,brute_force,14,0.25,95,0.5943,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001797,E008883,2026-05-07 22:18:29,U0228,185.199.37.63,Belarus,/database/production,login,brute_force,10,3.82,64,0.5467,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001798,E008885,2026-06-01 04:43:12,U0339,213.140.102.178,Ukraine,/network/firewall,login,brute_force,17,0.45,82,0.5877,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001799,E008886,2026-05-08 08:47:18,U0216,196.95.195.132,Romania,/database/production,write,privilege_escalation,2,189.69,78,0.6071,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001800,E008894,2026-05-21 07:25:39,U0224,64.161.2.38,Belarus,/storage/bucket-private,download,data_exfiltration,0,7300.83,72,0.638,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001801,E008901,2026-05-13 08:29:33,U0298,196.115.191.65,Nigeria,/vpc/security-groups,write,privilege_escalation,0,145.14,80,0.61,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001802,E008905,2026-05-29 17:04:47,U0009,172.144.190.227,North Korea,/backup/snapshots,login,brute_force,16,3.83,65,0.5677,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001803,E008906,2026-05-11 21:22:45,U0213,8.24.99.200,Ukraine,/storage/bucket-private,write,privilege_escalation,1,70.15,85,0.6084,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001804,E008911,2026-05-06 01:46:02,U0221,24.231.142.26,Anonymous Proxy,/admin/settings,download,geographic_anomaly,3,81.86,69,0.5638,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001805,E008918,2026-05-19 06:01:20,U0049,172.143.229.138,Nigeria,/backup/snapshots,write,geographic_anomaly,3,221.28,55,0.5577,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001806,E008936,2026-05-20 01:28:33,U0457,64.209.151.147,Ukraine,/iam/roles,download,data_exfiltration,2,1558.94,100,0.5683,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001807,E008937,2026-05-05 11:31:58,U0219,185.219.119.113,Ukraine,/storage/bucket-private,configure,privilege_escalation,0,151.26,85,0.6009,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001808,E008946,2026-05-05 19:12:06,U0025,91.235.4.69,Unknown,/admin/users,download,data_exfiltration,2,8046.13,90,0.6538,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001809,E008956,2026-05-13 12:21:49,U0303,52.197.36.22,Ukraine,/backup/snapshots,delete,privilege_escalation,0,102.22,97,0.5976,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001810,E008961,2026-05-27 00:58:09,U0150,185.127.168.47,Tor Exit Node,/storage/bucket-private,download,data_exfiltration,0,4548.49,78,0.6238,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001811,E008969,2026-06-01 07:09:30,U0117,192.87.143.198,Belarus,/admin/users,download,data_exfiltration,2,6891.87,90,0.6396,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001812,E008973,2026-05-28 11:59:53,U0124,198.151.206.104,Tor Exit Node,/admin/users,configure,privilege_escalation,2,36.74,72,0.6037,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001813,E008975,2026-05-19 17:50:15,U0253,185.88.50.241,Nigeria,/database/production,download,data_exfiltration,0,3017.34,72,0.5466,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001814,E008981,2026-05-06 18:37:14,U0407,45.137.20.116,Tor Exit Node,/admin/settings,login,brute_force,10,4.5,71,0.5635,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001815,E008982,2026-05-06 08:25:52,U0043,52.144.73.107,Netherlands,/compute/instances,upload,normal,0,18.5,4,0.5407,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001816,E008991,2026-05-22 20:58:55,U0089,91.84.203.79,Romania,/admin/users,login,brute_force,19,6.46,76,0.6057,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001817,E008997,2026-05-27 18:37:03,U0041,172.59.98.147,France,/network/firewall,login,normal,0,109.29,23,0.559,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001818,E009002,2026-05-14 16:08:39,U0107,8.244.140.23,Romania,/backup/snapshots,login,brute_force,18,4.13,63,0.5868,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001819,E009003,2026-05-07 03:10:58,U0354,72.182.150.186,North Korea,/admin/settings,write,privilege_escalation,3,79.49,79,0.6322,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001820,E009004,2026-05-18 22:39:29,U0453,213.37.29.122,Tor Exit Node,/admin/users,login,brute_force,15,9.19,59,0.596,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001821,E009005,2026-05-30 14:16:09,U0032,72.71.184.19,North Korea,/vpc/security-groups,delete,privilege_escalation,3,29.87,86,0.6023,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001822,E009009,2026-05-07 09:51:54,U0167,172.23.166.36,Ukraine,/iam/roles,delete,privilege_escalation,1,128.8,75,0.5673,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001823,E009014,2026-06-01 20:19:34,U0209,8.173.102.69,Romania,/iam/roles,login,brute_force,13,6.0,59,0.5445,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001824,E009022,2026-05-22 05:41:53,U0076,172.97.95.118,Ukraine,/backup/snapshots,configure,privilege_escalation,3,49.45,94,0.6218,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001825,E009028,2026-05-19 19:31:46,U0442,52.188.207.70,Romania,/vpc/security-groups,download,data_exfiltration,0,4007.64,81,0.587,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001826,E009031,2026-05-04 20:00:29,U0316,172.48.57.206,France,/admin/settings,logout,normal,0,4.15,27,0.5645,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001827,E009033,2026-05-16 20:16:16,U0165,196.88.183.27,Tor Exit Node,/storage/bucket-private,download,data_exfiltration,1,4386.29,81,0.6091,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001828,E009035,2026-05-22 08:25:17,U0329,72.108.43.87,Spain,/compute/instances,read,normal,0,51.09,24,0.5406,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001829,E009037,2026-05-08 06:47:30,U0439,104.166.74.25,Anonymous Proxy,/admin/settings,login,brute_force,11,4.05,83,0.5965,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001830,E009049,2026-05-19 22:49:32,U0049,104.242.102.2,Anonymous Proxy,/admin/users,configure,privilege_escalation,2,25.08,72,0.6246,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001831,E009063,2026-05-08 20:51:24,U0322,172.106.119.3,Romania,/iam/roles,login,brute_force,18,9.37,71,0.5815,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001832,E009067,2026-05-07 20:06:02,U0233,104.101.215.151,North Korea,/admin/users,configure,geographic_anomaly,4,435.03,64,0.587,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001833,E009081,2026-05-07 10:19:19,U0227,213.253.220.224,North Korea,/network/firewall,login,brute_force,14,0.43,67,0.5522,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001834,E009087,2026-05-13 10:05:49,U0268,198.24.230.138,Tor Exit Node,/admin/users,login,brute_force,8,0.26,74,0.5439,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001835,E009088,2026-05-05 15:36:32,U0128,52.43.48.33,Finland,/api/users,download,normal,0,30.23,13,0.5385,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001836,E009109,2026-05-30 15:47:34,U0476,172.219.155.120,United States,/api/files,upload,normal,0,14.94,3,0.5708,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001837,E009112,2026-05-12 12:08:07,U0365,104.189.8.58,India,/network/firewall,upload,normal,0,17.58,29,0.5416,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001838,E009115,2026-05-26 04:52:54,U0174,5.184.54.154,Unknown,/admin/users,login,brute_force,13,8.13,53,0.5966,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001839,E009117,2026-05-21 06:03:14,U0078,104.139.117.31,Unknown,/network/firewall,login,brute_force,14,9.46,72,0.5732,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001840,E009118,2026-05-09 19:20:20,U0096,5.154.155.141,Tor Exit Node,/database/production,download,data_exfiltration,1,6113.52,82,0.5915,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001841,E009124,2026-05-18 18:06:00,U0277,198.240.134.29,Unknown,/database/production,download,data_exfiltration,1,4532.31,83,0.6224,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001842,E009128,2026-05-18 20:18:23,U0447,8.248.217.102,Nigeria,/iam/roles,download,data_exfiltration,2,2148.6,97,0.6013,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001843,E009136,2026-05-04 16:55:53,U0354,5.145.100.147,Anonymous Proxy,/backup/snapshots,configure,privilege_escalation,0,58.91,71,0.6083,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001844,E009138,2026-05-28 13:13:37,U0041,196.125.203.79,Belarus,/backup/snapshots,login,brute_force,17,2.57,64,0.6046,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001845,E009140,2026-05-22 19:49:45,U0223,64.183.51.213,Ireland,/database/staging,logout,normal,2,1.61,7,0.5538,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A001846,E009142,2026-05-17 04:00:02,U0470,72.94.7.54,Anonymous Proxy,/backup/snapshots,configure,privilege_escalation,3,121.56,66,0.6353,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001847,E009146,2026-05-28 06:18:53,U0355,8.175.147.212,Unknown,/admin/settings,delete,privilege_escalation,3,60.88,61,0.6233,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001848,E009147,2026-06-01 12:33:14,U0407,45.153.205.203,Belarus,/vpc/security-groups,download,data_exfiltration,0,5957.59,81,0.6489,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A001849,E009159,2026-05-15 14:29:56,U0141,213.47.240.111,Unknown,/admin/users,configure,geographic_anomaly,4,473.66,76,0.5954,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001850,E009161,2026-05-12 04:44:23,U0253,192.248.248.133,Anonymous Proxy,/storage/bucket-private,delete,privilege_escalation,1,141.06,78,0.5927,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001851,E009167,2026-06-02 05:19:00,U0221,185.84.188.153,Tor Exit Node,/vpc/security-groups,login,brute_force,10,0.82,74,0.554,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A001852,E009169,2026-05-26 16:22:51,U0083,64.71.44.90,Belarus,/database/production,delete,privilege_escalation,1,44.06,98,0.592,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A001853,E009170,2026-05-11 18:41:26,U0077,91.184.81.41,North Korea,/admin/settings,write,privilege_escalation,2,64.92,63,0.6237,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001854,E009174,2026-05-31 11:48:32,U0043,192.205.36.70,Belarus,/vpc/security-groups,configure,geographic_anomaly,4,389.48,74,0.6004,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A001855,E009178,2026-06-02 10:59:47,U0167,45.94.34.195,North Korea,/network/firewall,download,data_exfiltration,2,6556.31,83,0.607,Critical,Terminate session,OPEN,2026-06-02 21:49:52
