event_id,timestamp,user_id,ip_address,country,resource_accessed,action_type,failed_logins,session_duration,data_download_mb,admin_action,risk_score,attack_type,label,prediction,anomaly_score,threat_level,recommended_action
E007503,2026-05-12 16:01:07,U0016,24.188.0.56,Singapore,/api/files,read,0,2201,58.73,No,15,normal,0,0,0.4062,Low,No Action Required
E007504,2026-06-01 09:11:41,U0257,104.50.31.57,Singapore,/compute/instances,login,0,267,14.43,No,8,normal,0,0,0.4103,Low,No Action Required
E007505,2026-05-21 18:39:17,U0215,104.220.175.47,Netherlands,/api/users,list,0,1228,14.05,No,33,normal,0,0,0.417,Low,No Action Required
E007506,2026-05-31 08:46:30,U0308,72.158.213.119,Singapore,/api/users,login,0,2813,2.57,Yes,15,normal,0,0,0.538,Low,No Action Required
E007507,2026-05-17 05:10:38,U0265,5.52.101.136,Unknown,/storage/bucket-private,delete,1,133,25.84,Yes,77,privilege_escalation,1,1,0.5858,High,Temporarily lock account
E007508,2026-05-13 21:35:16,U0049,104.146.225.134,Ukraine,/network/firewall,download,0,6635,5965.82,No,71,data_exfiltration,1,1,0.6329,Critical,Terminate session
E007509,2026-05-20 05:33:22,U0267,24.6.55.232,Norway,/database/production,update,0,1199,2.23,No,9,normal,0,0,0.3973,Low,No Action Required
E007510,2026-05-24 06:58:39,U0091,185.205.112.115,Romania,/backup/snapshots,configure,2,178,300.02,No,80,geographic_anomaly,1,1,0.5427,High,Temporarily lock account
E007511,2026-05-22 14:59:49,U0428,172.98.126.25,Belarus,/admin/settings,login,8,39,0.75,No,87,brute_force,1,1,0.5859,High,Temporarily lock account
E007512,2026-05-28 09:19:59,U0427,198.7.89.118,Norway,/api/data,upload,0,2022,4.77,No,8,normal,0,0,0.4188,Low,No Action Required
E007513,2026-05-06 23:24:15,U0137,8.71.46.177,Spain,/api/data,read,0,2014,12.58,No,29,normal,0,0,0.421,Low,No Action Required
E007514,2026-05-04 03:51:50,U0177,172.206.52.152,Singapore,/database/production,read,0,1170,8.61,No,18,normal,0,0,0.3924,Low,No Action Required
E007515,2026-05-12 23:20:31,U0125,172.114.44.131,Unknown,/iam/roles,download,2,576,503.35,No,66,geographic_anomaly,1,0,0.5207,Low,No Action Required
E007516,2026-05-07 07:12:22,U0055,196.242.152.158,Belarus,/network/firewall,configure,3,424,480.22,No,75,geographic_anomaly,1,1,0.5691,High,Temporarily lock account
E007517,2026-05-11 00:43:02,U0303,24.137.30.7,Norway,/logs/audit,update,2,3179,35.1,No,27,normal,0,0,0.4881,Low,No Action Required
E007518,2026-05-28 20:32:24,U0254,172.113.39.111,Netherlands,/api/files,upload,0,2778,125.82,No,22,normal,0,0,0.46,Low,No Action Required
E007519,2026-05-11 21:52:07,U0034,8.168.221.136,Singapore,/compute/instances,login,0,3231,42.46,No,16,normal,0,0,0.4178,Low,No Action Required
E007520,2026-05-28 23:30:15,U0247,52.235.171.119,Norway,/logs/audit,logout,0,995,78.93,No,9,normal,0,0,0.4079,Low,No Action Required
E007521,2026-05-31 08:38:32,U0015,64.191.200.116,Netherlands,/database/staging,read,0,2028,13.2,No,10,normal,0,0,0.3881,Low,No Action Required
E007522,2026-05-26 04:25:09,U0425,198.190.110.9,Australia,/api/users,logout,0,2409,32.89,No,23,normal,0,0,0.4177,Low,No Action Required
E007523,2026-05-09 01:58:37,U0066,72.164.114.226,United Kingdom,/database/production,update,0,1511,2.76,No,17,normal,0,0,0.414,Low,No Action Required
E007524,2026-05-23 01:59:13,U0304,198.126.203.146,Singapore,/compute/instances,upload,0,1535,8.84,No,11,normal,0,0,0.4147,Low,No Action Required
E007525,2026-05-20 03:43:01,U0103,172.19.50.4,India,/network/firewall,upload,0,3824,23.17,No,7,normal,0,0,0.4748,Low,No Action Required
E007526,2026-05-11 18:10:47,U0027,24.143.235.55,India,/database/staging,list,1,1333,4.12,No,8,normal,0,0,0.4182,Low,No Action Required
E007527,2026-05-04 00:43:01,U0171,64.224.123.96,Norway,/database/production,update,0,2451,1.53,No,22,normal,0,0,0.3997,Low,No Action Required
E007528,2026-05-27 13:55:41,U0254,72.50.155.99,Japan,/api/users,download,0,2654,53.7,No,3,normal,0,0,0.4299,Low,No Action Required
E007529,2026-05-11 16:32:44,U0232,192.10.138.174,United Kingdom,/database/staging,logout,0,573,16.74,No,15,normal,0,0,0.4122,Low,No Action Required
E007530,2026-05-31 21:50:41,U0331,24.253.182.236,Germany,/api/data,download,0,438,7.82,No,8,normal,0,0,0.4238,Low,No Action Required
E007531,2026-05-06 22:34:24,U0241,198.173.121.197,Nigeria,/backup/snapshots,download,0,4832,2544.33,No,76,data_exfiltration,1,1,0.5709,Critical,Terminate session
E007532,2026-05-07 09:01:30,U0104,192.167.80.250,India,/api/data,update,0,505,8.45,No,12,normal,0,0,0.4139,Low,No Action Required
E007533,2026-05-09 13:43:30,U0342,45.191.114.152,Anonymous Proxy,/admin/users,download,0,6706,4056.26,No,96,data_exfiltration,1,1,0.65,Critical,Terminate session
E007534,2026-05-14 16:01:38,U0430,104.42.116.88,United States,/api/users,list,2,2722,78.98,No,13,normal,0,0,0.4877,Low,No Action Required
E007535,2026-05-20 12:28:06,U0393,72.0.76.247,Singapore,/api/data,list,0,2349,27.85,No,16,normal,0,0,0.4029,Low,No Action Required
E007536,2026-05-21 08:16:07,U0015,196.165.8.166,Romania,/admin/settings,configure,2,725,161.92,Yes,79,privilege_escalation,1,1,0.6138,High,Temporarily lock account
E007537,2026-05-23 18:58:17,U0244,72.149.189.68,Sweden,/logs/audit,list,0,1966,37.69,No,13,normal,0,0,0.4002,Low,No Action Required
E007538,2026-06-01 16:04:21,U0132,72.47.204.146,Singapore,/api/data,login,0,1783,30.29,No,23,normal,0,0,0.3986,Low,No Action Required
E007539,2026-05-04 12:29:17,U0255,72.71.14.12,Ireland,/api/data,logout,1,2442,19.04,No,22,normal,0,0,0.4243,Low,No Action Required
E007540,2026-05-26 02:09:49,U0384,192.248.236.18,United Kingdom,/api/users,read,0,1916,15.31,No,12,normal,0,0,0.4053,Low,No Action Required
E007541,2026-05-18 16:08:15,U0025,192.75.65.174,Canada,/api/files,download,1,1417,17.06,No,14,normal,0,0,0.436,Low,No Action Required
E007542,2026-05-11 15:14:09,U0465,64.30.109.109,India,/api/users,update,0,142,89.95,No,17,normal,0,0,0.4476,Low,No Action Required
E007543,2026-05-04 05:43:30,U0264,24.123.227.253,Netherlands,/database/staging,list,0,1231,42.94,No,21,normal,0,0,0.3938,Low,No Action Required
E007544,2026-06-02 21:33:19,U0285,72.221.231.90,Tor Exit Node,/network/firewall,delete,3,382,29.19,Yes,86,privilege_escalation,1,1,0.5851,High,Temporarily lock account
E007545,2026-05-28 11:44:02,U0012,52.22.5.171,Finland,/compute/instances,login,0,81,4.21,No,20,normal,0,0,0.4184,Low,No Action Required
E007546,2026-05-14 18:02:37,U0099,52.107.149.47,Nigeria,/admin/users,configure,4,117,345.94,No,81,geographic_anomaly,1,1,0.5801,High,Temporarily lock account
E007547,2026-05-16 15:54:05,U0293,72.201.245.11,India,/compute/instances,upload,0,2275,0.59,No,26,normal,0,0,0.4239,Low,No Action Required
E007548,2026-05-29 08:44:23,U0076,213.217.8.208,Belarus,/database/production,delete,1,225,25.06,Yes,71,privilege_escalation,1,1,0.5773,Medium,Require MFA verification
E007549,2026-05-21 05:57:17,U0300,72.2.169.120,Finland,/api/users,login,0,2073,46.85,No,17,normal,0,0,0.397,Low,No Action Required
E007550,2026-05-22 22:10:22,U0111,72.225.15.67,India,/admin/settings,read,0,3582,9.75,No,20,normal,0,0,0.468,Low,No Action Required
E007551,2026-05-30 18:28:00,U0364,64.245.251.60,Finland,/api/users,upload,0,2616,27.89,No,17,normal,0,0,0.4191,Low,No Action Required
E007552,2026-05-30 12:24:41,U0421,192.169.64.99,Canada,/database/staging,update,1,2504,18.26,No,10,normal,0,0,0.4368,Low,No Action Required
E007553,2026-05-10 22:03:24,U0207,91.186.185.192,Nigeria,/admin/settings,download,2,6323,8665.49,No,89,data_exfiltration,1,1,0.668,Critical,Terminate session
E007554,2026-05-08 01:03:36,U0425,24.61.151.33,Ireland,/api/users,update,0,3037,22.62,No,12,normal,0,0,0.4084,Low,No Action Required
E007555,2026-05-31 14:24:18,U0159,196.67.72.43,Anonymous Proxy,/backup/snapshots,delete,0,804,77.92,Yes,86,privilege_escalation,1,1,0.5994,High,Temporarily lock account
E007556,2026-05-08 07:46:36,U0343,8.82.45.75,United Kingdom,/admin/settings,read,0,2068,106.67,No,20,normal,0,0,0.4699,Low,No Action Required
E007557,2026-05-05 21:52:45,U0055,172.200.182.214,Sweden,/api/users,upload,0,2653,7.92,No,20,normal,0,0,0.4244,Low,No Action Required
E007558,2026-05-05 14:28:51,U0498,72.32.36.139,France,/admin/users,logout,0,2738,1.26,No,18,normal,0,0,0.4225,Low,No Action Required
E007559,2026-05-08 11:42:34,U0021,196.18.88.158,Anonymous Proxy,/network/firewall,configure,0,188,186.55,Yes,78,privilege_escalation,1,1,0.6119,High,Temporarily lock account
E007560,2026-05-06 10:07:45,U0109,198.111.52.144,France,/iam/roles,update,0,1683,27.14,No,17,normal,0,0,0.3955,Low,No Action Required
E007561,2026-05-06 16:54:04,U0188,192.246.4.26,Singapore,/storage/bucket-public,logout,0,1740,30.47,No,11,normal,0,0,0.4079,Low,No Action Required
E007562,2026-05-25 03:26:40,U0086,24.254.98.155,Germany,/api/files,login,0,2394,6.72,No,4,normal,0,0,0.4028,Low,No Action Required
E007563,2026-06-02 07:16:16,U0089,91.72.129.3,North Korea,/database/production,download,1,6362,1808.82,No,90,data_exfiltration,1,1,0.5968,Critical,Temporarily lock account
E007564,2026-05-07 18:18:46,U0232,72.251.96.83,United States,/api/data,login,0,265,49.98,No,0,normal,0,0,0.4675,Low,No Action Required
E007565,2026-06-02 17:03:19,U0396,104.118.152.50,Sweden,/api/data,upload,0,3633,14.27,No,13,normal,0,0,0.4723,Low,No Action Required
E007566,2026-05-19 19:22:23,U0436,5.206.210.224,North Korea,/iam/roles,configure,1,149,29.7,Yes,100,privilege_escalation,1,1,0.6011,Critical,Temporarily lock account
E007567,2026-05-13 23:27:51,U0374,64.221.128.130,France,/database/production,upload,0,60,28.38,No,14,normal,0,0,0.4477,Low,No Action Required
E007568,2026-05-19 13:01:40,U0220,185.98.237.132,Romania,/backup/snapshots,login,14,46,0.36,No,80,brute_force,1,1,0.5608,Critical,Block IP address
E007569,2026-05-29 22:44:52,U0475,192.232.251.45,India,/logs/audit,update,0,317,8.18,No,19,normal,0,0,0.4213,Low,No Action Required
E007570,2026-05-17 14:16:14,U0044,192.197.224.92,Netherlands,/compute/instances,logout,0,1388,10.21,No,7,normal,0,0,0.3848,Low,No Action Required
E007571,2026-05-31 05:33:58,U0026,104.242.110.195,Singapore,/logs/audit,update,0,2775,61.66,No,27,normal,0,0,0.4348,Low,No Action Required
E007572,2026-05-12 00:44:35,U0180,24.15.1.115,Sweden,/storage/bucket-public,update,0,1819,32.74,No,7,normal,0,0,0.4314,Low,No Action Required
E007573,2026-05-30 11:48:39,U0052,72.189.232.206,Japan,/api/users,list,0,268,2.7,Yes,15,normal,0,1,0.543,Low,Monitor activity
E007574,2026-05-29 18:25:17,U0056,104.39.76.120,Norway,/iam/roles,upload,2,3228,26.34,No,20,normal,0,0,0.4956,Low,No Action Required
E007575,2026-05-09 03:06:47,U0085,192.109.49.102,Anonymous Proxy,/admin/settings,delete,2,214,528.06,No,82,geographic_anomaly,1,1,0.5826,High,Temporarily lock account
E007576,2026-05-30 03:28:49,U0262,72.85.175.237,India,/api/data,update,2,921,7.09,No,7,normal,0,0,0.4667,Low,No Action Required
E007577,2026-05-30 12:41:41,U0215,172.3.228.238,Finland,/logs/audit,upload,0,1977,27.83,No,6,normal,0,0,0.427,Low,No Action Required
E007578,2026-06-01 11:17:47,U0468,24.85.40.76,United Kingdom,/database/staging,login,0,1043,0.42,No,13,normal,0,0,0.4099,Low,No Action Required
E007579,2026-05-17 15:59:01,U0490,198.15.57.224,Australia,/api/data,read,0,1136,11.02,No,15,normal,0,0,0.4193,Low,No Action Required
E007580,2026-05-30 15:08:40,U0072,192.86.100.167,Singapore,/iam/roles,logout,1,1337,8.87,No,22,normal,0,0,0.4141,Low,No Action Required
E007581,2026-05-08 21:23:27,U0495,172.168.140.75,United Kingdom,/logs/audit,download,0,1027,7.45,No,18,normal,0,0,0.4228,Low,No Action Required
E007582,2026-05-13 11:13:11,U0435,192.59.7.222,United Kingdom,/compute/instances,read,0,1831,18.41,Yes,6,normal,0,1,0.5393,Low,Monitor activity
E007583,2026-05-19 21:33:45,U0479,72.218.162.67,Spain,/compute/instances,read,2,2874,36.15,No,12,normal,0,0,0.4645,Low,No Action Required
E007584,2026-05-22 00:58:48,U0210,8.134.181.191,Spain,/api/data,read,0,1871,48.54,No,17,normal,0,0,0.4068,Low,No Action Required
E007585,2026-06-01 07:42:21,U0449,72.248.250.204,Sweden,/logs/audit,list,0,1348,52.97,No,26,normal,0,0,0.4148,Low,No Action Required
E007586,2026-05-13 22:23:30,U0495,5.224.188.195,Anonymous Proxy,/admin/settings,download,2,6106,3645.87,No,91,data_exfiltration,1,1,0.65,Critical,Terminate session
E007587,2026-05-14 06:32:08,U0032,52.107.55.148,Japan,/compute/instances,download,2,2828,13.19,No,28,normal,0,0,0.4708,Low,No Action Required
E007588,2026-05-11 17:59:59,U0477,198.227.183.243,India,/storage/bucket-public,upload,0,60,9.03,Yes,23,normal,0,1,0.5654,Low,Monitor activity
E007589,2026-05-26 15:57:01,U0063,196.199.99.146,Romania,/iam/roles,write,3,413,315.04,No,77,geographic_anomaly,1,1,0.565,High,Temporarily lock account
E007590,2026-05-18 22:22:45,U0366,72.153.22.99,Japan,/storage/bucket-public,download,0,1460,0.67,No,25,normal,0,0,0.4282,Low,No Action Required
E007591,2026-05-26 23:10:31,U0486,64.174.221.208,Norway,/database/staging,download,0,2248,66.78,No,20,normal,0,0,0.4062,Low,No Action Required
E007592,2026-05-22 04:28:00,U0184,192.161.177.18,Netherlands,/backup/snapshots,upload,0,1672,72.85,No,35,normal,0,0,0.4563,Low,No Action Required
E007593,2026-05-23 00:56:48,U0356,52.153.215.231,France,/logs/audit,update,0,2967,17.04,No,8,normal,0,0,0.4168,Low,No Action Required
E007594,2026-05-08 13:46:25,U0299,8.107.109.31,Germany,/database/production,update,0,1858,4.36,No,8,normal,0,0,0.3966,Low,No Action Required
E007595,2026-05-26 11:07:08,U0182,24.45.117.46,Spain,/logs/audit,read,0,5118,0.92,No,16,normal,0,0,0.4823,Low,No Action Required
E007596,2026-05-19 21:34:51,U0069,192.103.6.29,Ireland,/api/data,update,0,1704,1.05,No,15,normal,0,0,0.3975,Low,No Action Required
E007597,2026-05-16 17:11:06,U0414,198.30.30.201,Australia,/api/data,download,1,2613,19.22,No,11,normal,0,0,0.4688,Low,No Action Required
E007598,2026-05-13 00:24:13,U0023,192.191.141.203,Belarus,/network/firewall,configure,0,313,113.82,Yes,82,privilege_escalation,1,1,0.5964,High,Temporarily lock account
E007599,2026-05-30 07:22:27,U0124,52.15.235.122,Japan,/api/data,logout,0,1372,17.73,No,4,normal,0,0,0.4002,Low,No Action Required
E007600,2026-06-02 15:04:19,U0045,104.188.246.145,Netherlands,/database/staging,list,0,370,22.44,No,20,normal,0,0,0.4113,Low,No Action Required
E007601,2026-05-21 18:20:22,U0148,104.25.165.247,Germany,/compute/instances,list,0,2479,75.06,No,10,normal,0,0,0.4064,Low,No Action Required
E007602,2026-05-27 15:21:15,U0336,64.155.192.214,Netherlands,/api/users,download,0,2099,35.16,No,16,normal,0,0,0.3999,Low,No Action Required
E007603,2026-05-15 06:25:55,U0481,172.129.243.41,India,/api/files,upload,0,2907,23.88,No,9,normal,0,0,0.4254,Low,No Action Required
E007604,2026-05-28 09:54:20,U0073,72.10.204.61,Japan,/compute/instances,logout,2,2439,61.44,No,14,normal,0,0,0.4467,Low,No Action Required
E007605,2026-05-18 19:45:12,U0331,72.33.26.80,Singapore,/api/data,download,0,1704,58.74,No,26,normal,0,0,0.4289,Low,No Action Required
E007606,2026-06-01 07:50:04,U0330,185.164.195.116,Unknown,/iam/roles,delete,1,496,49.04,Yes,79,privilege_escalation,1,1,0.578,High,Temporarily lock account
E007607,2026-05-30 06:53:50,U0141,52.31.72.227,France,/compute/instances,update,0,2379,18.15,No,34,normal,0,0,0.4218,Low,No Action Required
E007608,2026-05-12 11:25:10,U0310,196.176.167.65,Tor Exit Node,/admin/settings,configure,1,477,433.61,No,71,geographic_anomaly,1,1,0.5662,Medium,Require MFA verification
E007609,2026-05-10 05:03:20,U0029,172.186.176.248,Sweden,/compute/instances,upload,0,786,6.6,No,4,normal,0,0,0.4441,Low,No Action Required
E007610,2026-05-19 11:36:02,U0183,8.53.207.208,India,/storage/bucket-public,list,0,2360,10.98,No,20,normal,0,0,0.4102,Low,No Action Required
E007611,2026-05-17 04:35:20,U0001,72.56.36.207,India,/storage/bucket-public,logout,0,1808,2.83,No,13,normal,0,0,0.397,Low,No Action Required
E007612,2026-05-15 21:13:49,U0407,192.104.95.44,Finland,/logs/audit,list,0,770,6.2,No,15,normal,0,0,0.4092,Low,No Action Required
E007613,2026-06-02 01:59:05,U0271,64.234.0.190,Singapore,/api/users,update,0,2065,33.57,No,21,normal,0,0,0.3979,Low,No Action Required
E007614,2026-06-02 10:38:57,U0189,72.106.118.172,Spain,/logs/audit,download,0,863,6.7,Yes,15,normal,0,0,0.5354,Low,No Action Required
E007615,2026-05-24 23:02:34,U0253,104.7.198.146,Norway,/logs/audit,read,0,1884,38.71,No,18,normal,0,0,0.3887,Low,No Action Required
E007616,2026-05-05 17:23:28,U0012,64.148.128.100,Finland,/api/users,list,0,1578,11.63,No,19,normal,0,0,0.3928,Low,No Action Required
E007617,2026-05-23 13:52:23,U0379,192.20.246.132,Netherlands,/network/firewall,logout,0,2176,20.07,No,13,normal,0,0,0.3945,Low,No Action Required
E007618,2026-05-12 15:29:32,U0296,52.26.219.85,Nigeria,/admin/users,delete,3,99,104.0,No,64,geographic_anomaly,1,1,0.5395,Medium,Require MFA verification
E007619,2026-05-25 10:16:20,U0108,198.43.89.38,Spain,/storage/bucket-public,list,0,2573,16.12,No,24,normal,0,0,0.4231,Low,No Action Required
E007620,2026-05-20 11:09:24,U0222,52.75.4.44,United Kingdom,/api/users,update,1,1823,11.16,No,22,normal,0,0,0.4411,Low,No Action Required
E007621,2026-05-26 16:34:33,U0107,72.46.116.5,Ireland,/api/files,read,0,1599,9.69,No,11,normal,0,0,0.3861,Low,No Action Required
E007622,2026-05-06 20:04:12,U0472,104.111.169.14,Australia,/api/files,read,0,749,9.82,No,21,normal,0,0,0.4239,Low,No Action Required
E007623,2026-05-16 22:43:40,U0331,52.254.217.32,United States,/api/files,read,2,3329,28.72,No,15,normal,0,0,0.5081,Low,No Action Required
E007624,2026-05-04 07:41:42,U0223,52.161.32.81,Germany,/compute/instances,list,2,2193,2.45,No,18,normal,0,0,0.4457,Low,No Action Required
E007625,2026-05-28 19:07:50,U0452,45.218.189.172,North Korea,/network/firewall,write,0,247,94.48,Yes,74,privilege_escalation,1,1,0.59,Medium,Require MFA verification
E007626,2026-05-04 03:16:06,U0497,192.69.219.11,Belarus,/admin/settings,download,0,4653,6053.96,No,71,data_exfiltration,1,1,0.6366,Critical,Terminate session
E007627,2026-05-23 08:22:43,U0070,5.242.187.149,Anonymous Proxy,/network/firewall,write,3,855,86.48,Yes,85,privilege_escalation,1,1,0.6334,High,Temporarily lock account
E007628,2026-05-18 03:56:20,U0012,52.80.15.245,Canada,/api/data,upload,0,388,2.48,No,7,normal,0,0,0.4519,Low,No Action Required
E007629,2026-05-21 16:26:53,U0214,72.78.100.85,Canada,/api/data,login,0,286,33.45,No,0,normal,0,0,0.445,Low,No Action Required
E007630,2026-05-18 21:40:38,U0224,198.204.98.65,Germany,/compute/instances,login,0,442,1.61,No,5,normal,0,0,0.4097,Low,No Action Required
E007631,2026-05-23 16:37:28,U0294,24.44.9.33,Netherlands,/api/users,list,0,950,18.46,No,4,normal,0,0,0.407,Low,No Action Required
E007632,2026-06-01 11:05:08,U0270,198.87.74.58,United States,/api/data,login,0,2314,3.4,No,19,normal,0,0,0.4203,Low,No Action Required
E007633,2026-05-30 22:27:29,U0497,192.0.250.224,Canada,/api/data,upload,0,1704,40.54,No,11,normal,0,0,0.4308,Low,No Action Required
E007634,2026-05-15 11:52:20,U0042,8.40.85.33,Sweden,/compute/instances,logout,2,701,4.86,No,8,normal,0,0,0.4558,Low,No Action Required
E007635,2026-05-10 23:30:50,U0286,8.26.115.123,United States,/admin/users,list,0,1812,44.33,No,4,normal,0,0,0.4564,Low,No Action Required
E007636,2026-05-28 17:14:27,U0465,52.28.60.37,Canada,/storage/bucket-public,login,0,2678,2.64,No,22,normal,0,0,0.4249,Low,No Action Required
E007637,2026-05-13 00:48:59,U0388,64.152.107.221,Singapore,/storage/bucket-private,login,1,1449,23.58,No,27,normal,0,0,0.4345,Low,No Action Required
E007638,2026-05-21 14:37:17,U0015,8.99.3.126,Ireland,/api/data,list,2,2052,30.17,No,23,normal,0,0,0.4515,Low,No Action Required
E007639,2026-05-21 00:06:59,U0274,104.157.117.243,Australia,/database/staging,upload,0,3271,2.12,No,18,normal,0,0,0.4584,Low,No Action Required
E007640,2026-05-05 07:05:06,U0257,172.148.51.102,France,/logs/audit,upload,0,2357,13.43,No,1,normal,0,0,0.441,Low,No Action Required
E007641,2026-05-09 00:03:16,U0270,196.21.210.179,Anonymous Proxy,/database/production,delete,0,718,36.2,Yes,53,privilege_escalation,1,1,0.5863,Low,Monitor activity
E007642,2026-05-17 20:17:50,U0432,104.64.64.106,Germany,/api/users,update,1,901,15.75,No,16,normal,0,0,0.4341,Low,No Action Required
E007643,2026-05-19 19:28:53,U0418,24.230.224.231,Norway,/database/staging,download,0,172,16.64,No,24,normal,0,0,0.4291,Low,No Action Required
E007644,2026-05-09 10:23:24,U0386,8.176.213.75,Canada,/api/users,download,0,1038,13.62,No,10,normal,0,0,0.4194,Low,No Action Required
E007645,2026-06-02 18:03:32,U0374,64.40.176.148,Germany,/compute/instances,update,0,1688,50.97,No,20,normal,0,0,0.3986,Low,No Action Required
E007646,2026-05-25 03:27:35,U0308,198.2.37.55,Norway,/api/users,download,0,2416,3.3,No,13,normal,0,0,0.4074,Low,No Action Required
E007647,2026-05-11 17:02:24,U0044,24.94.111.226,Australia,/compute/instances,login,0,60,24.53,No,3,normal,0,0,0.4562,Low,No Action Required
E007648,2026-05-24 07:01:16,U0467,72.149.110.190,Netherlands,/compute/instances,login,0,1802,28.48,No,0,normal,0,0,0.4043,Low,No Action Required
E007649,2026-05-18 12:38:07,U0119,64.80.167.119,Norway,/backup/snapshots,update,0,1644,8.0,No,23,normal,0,0,0.3955,Low,No Action Required
E007650,2026-05-07 05:23:02,U0354,196.221.134.108,Romania,/iam/roles,configure,2,185,195.49,Yes,79,privilege_escalation,1,1,0.5972,High,Temporarily lock account
E007651,2026-05-27 11:01:25,U0097,172.90.141.136,Netherlands,/api/users,logout,0,1797,63.36,No,15,normal,0,0,0.3932,Low,No Action Required
E007652,2026-05-30 08:05:38,U0443,192.255.169.61,Spain,/storage/bucket-public,list,1,936,3.64,No,15,normal,0,0,0.4437,Low,No Action Required
E007653,2026-05-22 11:00:19,U0457,104.193.79.151,Singapore,/network/firewall,update,0,2772,2.19,No,15,normal,0,0,0.4159,Low,No Action Required
E007654,2026-05-16 08:46:34,U0351,192.86.27.16,North Korea,/vpc/security-groups,download,1,4295,3157.27,No,87,data_exfiltration,1,1,0.5881,Critical,Terminate session
E007655,2026-05-08 21:57:56,U0331,172.124.253.143,Netherlands,/api/users,upload,0,2081,3.24,No,20,normal,0,0,0.4073,Low,No Action Required
E007656,2026-06-01 05:52:58,U0242,198.183.119.250,Germany,/compute/instances,read,2,2704,38.13,Yes,12,normal,0,1,0.5736,Low,Monitor activity
E007657,2026-05-27 03:09:42,U0451,24.130.252.223,Australia,/database/staging,download,1,1435,13.41,No,0,normal,0,0,0.4649,Low,No Action Required
E007658,2026-05-05 05:21:30,U0469,198.204.142.161,Finland,/storage/bucket-private,download,0,1889,17.01,No,14,normal,0,0,0.4195,Low,No Action Required
E007659,2026-05-29 06:01:05,U0078,198.149.255.74,Australia,/api/data,read,0,2521,14.69,No,12,normal,0,0,0.42,Low,No Action Required
E007660,2026-05-04 18:28:58,U0209,172.50.99.32,Japan,/api/users,upload,0,1524,36.39,No,11,normal,0,0,0.4052,Low,No Action Required
E007661,2026-05-04 13:51:15,U0206,104.106.133.217,India,/api/data,read,0,1526,57.5,No,30,normal,0,0,0.4241,Low,No Action Required
E007662,2026-05-30 11:24:17,U0273,198.88.39.138,Sweden,/compute/instances,upload,0,1792,58.46,No,3,normal,0,0,0.4477,Low,No Action Required
E007663,2026-05-24 20:25:58,U0182,24.10.104.243,Germany,/api/data,list,1,1792,6.8,No,17,normal,0,0,0.4301,Low,No Action Required
E007664,2026-05-13 03:29:03,U0279,104.58.147.69,Ireland,/api/data,upload,0,2478,25.92,No,16,normal,0,0,0.4167,Low,No Action Required
E007665,2026-05-14 19:05:53,U0488,8.41.244.55,United Kingdom,/api/files,download,0,2213,6.0,No,16,normal,0,0,0.4211,Low,No Action Required
E007666,2026-05-26 17:25:12,U0209,104.16.58.18,Canada,/api/files,upload,1,1847,21.83,No,13,normal,0,0,0.4537,Low,No Action Required
E007667,2026-05-28 19:44:10,U0100,91.56.35.108,North Korea,/network/firewall,delete,0,682,84.25,Yes,84,privilege_escalation,1,1,0.5653,High,Temporarily lock account
E007668,2026-05-11 15:42:16,U0396,172.114.44.62,Spain,/database/staging,update,0,3458,1.37,No,15,normal,0,0,0.4395,Low,No Action Required
E007669,2026-05-16 12:31:40,U0407,91.222.136.215,Nigeria,/storage/bucket-private,configure,1,121,150.12,Yes,75,privilege_escalation,1,1,0.5876,High,Temporarily lock account
E007670,2026-05-09 14:02:11,U0428,24.231.145.238,Singapore,/network/firewall,read,0,2561,11.38,No,30,normal,0,0,0.431,Low,No Action Required
E007671,2026-05-15 10:46:59,U0038,24.240.170.96,India,/compute/instances,logout,0,2103,11.97,No,23,normal,0,0,0.3852,Low,No Action Required
E007672,2026-05-07 05:29:48,U0233,52.96.0.229,Norway,/storage/bucket-public,upload,0,2022,16.47,No,7,normal,0,0,0.4337,Low,No Action Required
E007673,2026-06-01 02:45:35,U0058,104.12.43.80,Romania,/backup/snapshots,login,11,34,8.19,No,59,brute_force,1,0,0.5316,Critical,No Action Required
E007674,2026-05-07 03:58:23,U0319,104.47.110.96,United States,/logs/audit,read,0,3376,5.04,No,10,normal,0,0,0.4571,Low,No Action Required
E007675,2026-05-08 11:35:07,U0101,52.7.3.194,Finland,/backup/snapshots,login,0,1425,0.14,No,17,normal,0,0,0.3985,Low,No Action Required
E007676,2026-05-26 21:06:44,U0355,24.124.242.228,Finland,/compute/instances,update,0,60,16.83,No,25,normal,0,0,0.4387,Low,No Action Required
E007677,2026-05-28 08:47:22,U0246,198.110.34.141,Australia,/logs/audit,upload,0,1517,0.56,No,2,normal,0,0,0.4557,Low,No Action Required
E007678,2026-05-16 08:25:59,U0088,185.220.32.32,Belarus,/vpc/security-groups,download,0,3312,5027.67,No,91,data_exfiltration,1,1,0.6119,Critical,Terminate session
E007679,2026-05-10 06:14:42,U0203,52.26.245.88,Canada,/logs/audit,download,0,1121,18.84,No,13,normal,0,0,0.4171,Low,No Action Required
E007680,2026-05-31 16:55:53,U0308,172.171.239.153,Anonymous Proxy,/admin/settings,delete,0,212,179.44,Yes,89,privilege_escalation,1,1,0.6299,High,Temporarily lock account
